student_id,department,attendance_rate,previous_gpa,attendance_trend,marks_trend,algorithms_internal,algorithms_external,algorithms_attendance,data_structures_internal,data_structures_external,data_structures_attendance,database_systems_internal,database_systems_external,database_systems_attendance,operating_systems_internal,operating_systems_external,operating_systems_attendance,software_engineering_internal,software_engineering_external,software_engineering_attendance,dsa_lab_internal,dsa_lab_external,dsa_lab_attendance,dbms_lab_internal,dbms_lab_external,dbms_lab_attendance,computer_networks_lab_internal,computer_networks_lab_external,computer_networks_lab_attendance,computer_graphics_lab_internal,computer_graphics_lab_external,computer_graphics_lab_attendance,data_science_lab_internal,data_science_lab_external,data_science_lab_attendance,performance_score,performance_band,at_risk,risk_score
STU-0475,CSE,80.41,7.56,-13.3,-6.36,21.36,48.13,74.48,25.11,51.16,90.75,16.31,24.25,84.76,15.19,60.82,59.14,17.66,35.76,77.09,21.31,50.94,86.81,23.77,42.43,100.0,26.94,40.32,79.04,18.33,50.45,70.69,16.05,12.49,76.42,64.29,Medium,Yes,83.3
STU-0476,CSE,54.14,7.58,7.28,7.87,25.32,42.72,53.18,21.39,29.97,54.39,24.45,49.6,63.92,26.32,54.94,47.01,18.28,70.0,57.28,20.9,32.1,53.23,23.58,45.22,48.95,18.56,62.88,60.82,22.67,51.61,42.31,21.36,61.02,51.53,73.38,Medium,Yes,26.6
STU-0477,CSE,96.58,7.05,-0.53,-16.7,24.89,53.18,100.0,20.25,58.3,81.93,20.17,55.7,99.54,25.48,42.64,91.11,11.8,40.91,100.0,23.81,24.01,100.0,15.13,43.18,90.89,22.09,46.41,100.0,29.22,50.97,90.81,22.31,70.0,100.0,70.62,Medium,No,50.2
STU-0478,CSE,72.84,8.83,11.62,-1.64,24.73,21.1,76.71,18.66,34.8,72.62,20.54,35.63,74.72,19.13,55.54,75.12,21.88,59.69,78.39,19.97,13.7,77.98,15.44,43.71,76.55,26.67,70.0,63.63,13.42,49.89,75.26,13.99,44.75,78.81,67.23,Medium,Yes,54.7
STU-0479,CSE,79.35,7.11,-7.08,16.34,13.85,30.08,72.91,18.94,55.41,76.09,20.28,70.0,69.79,16.74,55.17,89.23,22.07,70.0,82.53,10.12,46.45,73.64,26.92,59.47,63.45,26.75,59.09,76.11,19.61,65.88,59.64,22.23,61.4,78.46,75.93,High,No,34.7
STU-0480,CSE,100.0,6.99,-16.02,3.17,23.24,46.55,92.16,15.95,55.68,93.64,12.38,46.84,94.87,14.0,46.08,100.0,20.1,29.01,100.0,25.18,70.0,100.0,14.97,57.87,100.0,14.24,49.26,100.0,25.98,29.8,100.0,22.46,19.05,83.05,65.51,Medium,No,58.5
STU-0481,CSE,97.75,8.67,-0.34,18.71,20.77,47.52,79.36,21.94,61.3,95.56,20.3,53.57,100.0,11.66,31.42,93.79,15.7,67.0,100.0,14.45,41.78,100.0,16.77,57.77,100.0,26.08,47.71,100.0,17.39,70.0,100.0,25.73,39.57,100.0,73.85,Medium,No,26.7
STU-0482,CSE,70.4,6.85,12.96,17.0,22.72,31.07,60.82,18.98,61.58,52.09,18.19,64.65,58.08,26.27,28.08,61.24,19.26,70.0,64.0,11.34,23.97,79.72,13.23,62.82,71.1,19.84,49.46,62.39,20.69,27.1,83.89,14.86,51.58,60.05,65.43,Medium,Yes,54.6
STU-0483,CSE,66.1,7.45,1.61,0.12,17.33,39.39,95.92,19.93,32.68,61.66,12.48,42.56,84.61,21.68,58.55,57.0,18.98,48.06,58.85,22.0,54.23,71.53,19.24,61.36,63.53,18.26,66.62,55.03,11.49,31.98,69.97,26.42,35.09,84.25,67.93,Medium,No,32.1
STU-0484,CSE,70.12,5.6,-2.0,-35.05,20.14,43.27,61.62,29.76,42.75,56.8,30.0,50.91,78.11,28.41,54.22,79.87,20.27,56.01,69.78,19.9,46.8,66.15,22.52,52.53,78.31,23.2,70.0,80.64,18.96,51.8,84.24,15.25,70.0,62.37,72.75,Medium,No,72.3
STU-0485,CSE,82.65,8.35,-8.7,-16.59,24.5,45.1,82.14,13.49,58.61,69.76,12.79,62.4,100.0,16.66,60.05,90.61,19.54,65.04,81.01,22.59,26.19,70.54,25.85,53.27,81.22,29.54,70.0,87.04,12.72,43.33,74.32,20.45,30.96,70.69,73.88,Medium,No,59.1
STU-0486,CSE,73.42,9.83,17.58,11.45,8.69,47.51,50.43,18.4,55.42,66.2,14.58,43.98,65.14,20.93,29.51,72.38,18.27,44.83,89.77,21.0,52.57,67.17,21.12,40.88,73.72,23.24,37.5,69.44,17.57,37.41,75.15,18.18,67.47,100.0,71.26,Medium,No,28.7
STU-0487,CSE,69.07,8.37,-10.3,-23.25,17.16,49.41,79.45,18.67,30.08,86.45,23.43,49.78,83.58,23.85,44.28,59.31,17.53,63.07,75.89,19.07,70.0,67.5,24.94,48.3,88.4,23.77,45.69,67.28,19.92,34.12,55.4,21.54,37.0,63.71,71.78,Medium,No,71.6
STU-0488,CSE,97.01,9.25,-7.25,-4.9,19.56,45.78,97.08,28.69,54.94,100.0,17.81,56.76,93.17,17.19,70.0,89.33,8.84,34.38,76.92,15.24,32.12,97.36,9.75,62.94,78.25,19.36,40.14,100.0,21.76,62.8,93.39,17.68,51.19,100.0,73.77,Medium,No,43.0
STU-0489,CSE,73.29,6.48,5.7,5.08,24.13,49.83,75.61,19.82,51.15,93.64,18.79,39.53,68.88,21.95,13.17,71.94,24.4,37.11,75.15,30.0,49.97,50.89,12.95,41.23,65.25,20.52,40.58,84.95,14.54,41.89,75.46,21.71,47.2,49.17,62.02,Medium,Yes,58.0
STU-0490,CSE,100.0,7.78,-18.56,22.04,20.42,42.74,100.0,23.61,48.61,100.0,26.76,62.25,100.0,30.0,35.58,88.15,19.95,39.39,75.35,16.74,50.15,99.42,16.12,45.63,100.0,23.58,35.38,100.0,14.55,37.45,100.0,14.88,35.12,87.47,65.92,Medium,No,61.9
STU-0491,CSE,76.36,6.37,12.75,-8.63,15.86,47.08,83.43,19.91,40.13,63.93,16.36,21.81,83.73,24.03,44.39,80.78,24.38,46.52,90.3,14.88,39.77,71.68,23.24,23.49,90.84,22.81,70.0,75.96,17.25,54.86,86.67,16.43,15.04,58.1,60.77,Medium,Yes,69.6
STU-0492,CSE,100.0,7.23,6.24,-9.65,21.31,68.1,86.99,18.64,39.77,100.0,30.0,51.37,100.0,24.35,25.8,100.0,14.9,42.43,100.0,20.4,61.54,100.0,11.22,12.33,100.0,26.01,48.85,100.0,24.47,58.12,96.96,24.78,39.8,100.0,67.62,Medium,Yes,64.0
STU-0493,CSE,80.36,8.43,8.99,-0.79,21.0,32.11,72.93,30.0,31.62,84.06,22.9,44.19,87.07,21.64,31.95,85.73,17.28,70.0,84.65,16.5,50.13,71.11,21.29,41.61,72.09,15.8,70.0,81.27,17.84,35.93,85.07,16.81,28.58,80.04,67.9,Medium,No,33.0
STU-0494,CSE,89.44,7.62,5.58,5.26,19.8,38.74,80.53,18.05,37.96,83.36,21.38,70.0,100.0,29.71,36.48,100.0,21.14,59.8,94.02,18.28,55.79,94.29,11.16,43.14,98.17,21.39,52.04,81.93,21.28,43.55,87.41,16.6,58.72,92.9,71.69,Medium,No,28.3
STU-0495,CSE,64.13,5.8,-1.61,-2.31,21.22,70.0,68.87,26.0,49.09,60.6,14.7,48.62,37.5,21.36,49.73,61.96,19.54,26.23,77.99,18.31,30.42,69.58,20.55,39.62,59.49,19.97,65.19,68.83,19.83,57.79,64.41,22.01,47.27,70.03,67.07,Medium,No,38.1
STU-0496,CSE,62.19,5.92,-10.63,15.74,17.78,27.91,71.26,27.52,28.62,63.99,17.76,58.25,64.66,30.0,40.48,77.57,28.17,53.0,62.56,20.47,45.15,73.53,15.64,42.59,59.37,11.37,57.88,72.82,16.83,60.45,46.36,20.12,43.11,63.07,64.8,Medium,No,51.1
STU-0497,CSE,81.9,5.84,-1.4,-11.99,20.41,43.84,78.02,19.46,65.45,76.11,30.0,35.47,84.3,22.86,40.62,95.72,22.73,41.93,95.61,14.92,36.52,87.52,24.01,49.84,80.62,18.74,61.97,84.3,15.64,31.05,97.03,16.41,49.09,95.4,64.19,Medium,No,52.3
STU-0498,CSE,89.83,8.09,-9.75,1.8,22.71,33.64,79.67,29.35,29.38,84.3,21.86,41.72,95.57,12.66,41.84,96.61,23.41,36.41,79.61,21.07,25.31,100.0,20.79,34.55,79.28,16.83,21.57,94.78,15.99,51.0,95.2,24.83,48.78,100.0,62.4,Medium,Yes,72.2
STU-0499,CSE,75.6,9.98,4.86,6.68,26.93,48.87,78.79,17.21,30.19,88.42,23.03,55.3,69.7,28.12,41.57,67.59,17.13,68.57,64.49,16.24,70.0,85.01,16.33,28.78,58.88,20.49,55.92,90.79,10.53,25.12,74.41,30.0,58.29,79.33,75.27,High,Yes,44.7
STU-0500,CSE,55.7,9.13,8.07,-6.0,13.88,13.2,56.09,19.5,40.98,51.9,16.26,30.34,69.6,15.57,40.86,55.31,23.53,32.22,65.48,17.1,42.57,72.14,15.15,55.81,65.75,21.55,43.24,76.96,19.93,48.06,52.34,20.76,59.46,52.95,65.36,Medium,Yes,61.8
STU-0501,CSE,54.6,5.22,14.77,12.6,9.46,52.7,43.81,23.71,44.98,64.03,15.26,36.97,51.2,12.59,61.67,38.34,25.49,51.37,52.61,21.73,49.77,50.59,21.49,55.97,45.15,21.73,5.61,35.3,22.82,38.73,46.06,19.73,39.06,44.71,59.55,Medium,Yes,60.5
STU-0502,CSE,53.59,9.21,3.72,2.23,11.8,15.48,60.98,17.89,59.54,49.27,21.77,43.12,54.04,20.47,38.31,41.3,23.83,68.9,70.19,17.23,34.0,48.05,19.12,44.21,43.61,12.6,45.75,18.29,19.5,30.83,61.39,25.24,61.07,50.13,68.39,Medium,Yes,51.6
STU-0503,CSE,48.49,8.62,9.25,11.83,14.32,32.78,51.36,11.77,65.9,45.18,22.5,18.28,39.23,10.47,60.32,46.88,22.86,45.95,53.17,18.31,41.95,47.57,22.03,51.48,76.6,28.41,18.32,47.05,17.97,64.2,45.33,22.32,9.94,33.35,65.68,Medium,Yes,54.3
STU-0504,CSE,76.64,5.65,-2.97,2.91,30.0,45.75,66.66,21.21,29.2,73.81,12.74,33.17,72.48,25.6,51.96,83.03,19.87,57.34,67.91,16.34,51.11,73.85,19.93,42.54,89.18,26.53,35.61,59.04,16.44,31.55,84.96,24.6,29.53,69.1,60.33,Medium,No,44.1
STU-0505,CSE,91.88,7.14,-4.78,5.65,12.6,47.02,91.43,23.95,52.46,97.98,12.29,35.61,100.0,17.31,20.59,99.96,17.11,60.94,91.69,18.61,65.45,78.85,27.17,35.41,93.5,20.86,38.59,84.25,18.15,29.78,100.0,17.59,62.38,100.0,65.27,Medium,Yes,61.9
STU-0506,CSE,74.8,8.81,4.74,-9.49,21.81,42.96,76.74,22.86,46.51,59.13,10.91,67.63,48.45,20.98,41.48,76.41,14.3,50.26,76.86,30.0,46.95,88.28,12.51,60.3,77.06,21.35,49.25,91.86,21.28,33.24,68.64,24.09,51.71,59.49,73.08,Medium,No,38.3
STU-0507,CSE,41.09,8.16,-3.86,-9.46,22.57,28.76,45.48,15.97,40.78,35.65,27.59,51.03,53.7,30.0,45.7,56.11,16.5,63.82,33.02,19.91,53.05,48.04,13.64,31.99,47.21,18.16,24.04,40.38,19.41,47.65,46.39,22.33,33.48,36.99,65.94,Medium,Yes,51.2
STU-0508,CSE,72.14,5.93,2.69,18.37,24.64,36.85,68.19,12.48,44.57,75.59,10.12,28.95,57.92,23.94,16.31,71.35,23.59,47.82,67.74,21.73,60.55,71.06,8.81,62.22,76.14,19.83,15.29,69.16,15.62,26.76,70.77,17.32,37.95,79.53,56.74,Medium,Yes,63.3
STU-0509,CSE,72.56,8.23,-10.61,9.53,21.28,37.57,66.33,17.73,41.29,78.4,14.79,66.88,78.41,6.31,46.28,82.97,21.94,38.81,71.95,20.89,56.54,58.41,16.97,69.58,72.89,27.64,70.0,67.64,14.01,41.02,83.55,26.19,70.0,72.19,74.48,Medium,No,41.4
STU-0510,CSE,100.0,4.93,-8.82,-15.34,22.44,34.32,74.93,19.8,27.69,100.0,10.59,33.91,100.0,21.86,44.29,100.0,27.85,34.74,100.0,28.81,43.14,100.0,19.75,35.33,94.54,26.6,51.56,94.46,15.37,33.63,98.36,24.57,32.1,100.0,56.86,Medium,No,74.8
STU-0511,CSE,53.14,7.23,6.35,2.71,20.98,47.14,63.4,24.22,23.93,42.3,18.85,50.34,66.79,20.33,70.0,46.08,17.31,40.41,44.97,25.8,3.45,48.11,25.74,40.32,63.87,30.0,46.21,64.83,30.0,51.03,52.66,24.51,62.76,52.75,67.76,Medium,Yes,52.2
STU-0512,CSE,69.14,8.87,8.87,-35.61,17.58,70.0,66.43,25.97,48.94,87.41,15.75,32.24,77.68,14.35,46.75,84.62,11.08,51.03,81.26,19.87,31.09,66.51,15.81,46.04,66.37,17.43,51.99,84.93,21.64,65.15,84.93,17.07,49.12,64.89,71.89,Medium,No,70.8
STU-0513,CSE,100.0,7.52,-9.86,-8.61,12.59,50.34,89.48,22.42,21.66,100.0,12.15,55.11,96.07,17.55,61.9,96.78,20.55,42.02,100.0,25.21,57.53,95.33,26.05,31.25,92.58,19.36,60.7,88.3,24.46,44.18,95.66,25.49,32.96,100.0,67.53,Medium,No,57.6
STU-0514,CSE,81.75,6.9,6.71,14.42,19.12,47.25,97.18,20.88,62.83,62.22,17.79,50.95,92.56,23.85,55.14,92.36,22.38,12.85,96.17,15.81,49.7,83.56,20.24,28.41,62.36,14.99,57.39,67.28,15.6,51.27,71.48,17.28,46.23,84.58,65.2,Medium,Yes,54.8
STU-0515,CSE,83.45,8.57,-5.33,-1.88,14.76,47.11,87.44,13.63,48.22,76.28,20.62,55.85,81.69,24.57,56.86,92.53,22.02,61.51,87.3,11.66,33.12,81.34,19.56,50.37,75.38,30.0,43.46,83.37,16.65,29.95,82.19,20.14,43.7,100.0,70.31,Medium,No,39.9
STU-0516,CSE,76.72,8.67,0.17,1.77,19.37,43.71,84.87,19.14,53.09,63.93,13.64,46.83,74.4,15.95,46.83,78.81,16.45,37.22,78.88,14.89,35.94,82.06,19.88,37.84,67.69,14.93,43.02,96.98,22.83,25.01,83.79,16.21,44.93,70.83,63.87,Medium,No,36.1
STU-0517,CSE,79.95,9.07,14.17,-45.25,30.0,27.99,83.09,16.57,56.08,82.88,26.27,55.77,73.01,30.0,53.33,74.44,21.03,54.46,85.88,22.48,59.5,88.63,15.76,70.0,99.64,24.0,45.58,80.51,18.38,42.08,58.08,27.65,62.66,63.18,79.95,High,No,74.3
STU-0518,CSE,86.66,8.55,8.07,-5.88,24.45,44.88,84.67,22.46,18.86,86.55,20.4,46.21,72.99,22.23,60.9,90.74,18.85,70.0,77.42,23.87,48.65,100.0,21.93,54.02,91.72,14.71,31.97,83.91,24.79,48.5,84.6,26.86,15.26,73.71,69.39,Medium,No,37.7
STU-0519,CSE,62.86,8.8,7.96,5.07,7.52,63.12,61.89,24.83,43.36,73.09,19.37,51.15,65.49,21.69,70.0,46.61,19.66,47.97,63.34,18.01,36.98,78.16,19.65,70.0,68.14,18.55,53.29,63.95,26.71,27.48,44.85,21.8,57.54,65.72,75.49,High,No,24.5
STU-0520,CSE,88.17,8.38,19.09,6.98,23.36,52.88,73.37,21.41,64.75,89.89,13.45,39.99,93.74,28.98,15.65,91.78,15.34,52.62,94.05,18.83,54.47,99.57,19.18,24.94,100.0,24.14,53.46,81.26,24.93,70.0,86.96,20.47,29.02,80.98,71.01,Medium,No,29.0
STU-0521,CSE,54.4,7.82,-7.04,14.44,14.63,46.96,51.0,21.86,31.62,52.73,15.23,47.81,38.08,20.76,40.82,56.21,11.74,54.82,51.42,21.09,16.95,41.98,18.05,65.63,59.68,20.65,31.14,43.34,21.38,55.51,56.49,28.55,34.76,56.2,65.59,Medium,Yes,65.0
STU-0522,CSE,79.93,7.61,-9.86,-3.15,11.53,48.17,94.62,14.79,57.63,94.34,16.55,52.0,95.72,21.15,56.8,62.19,22.99,52.76,66.66,15.18,54.06,76.9,25.56,49.66,80.49,19.15,49.39,87.95,22.67,38.65,92.32,23.29,50.78,80.84,71.06,Medium,No,47.5
STU-0523,CSE,77.68,7.22,-7.22,-2.48,22.5,17.52,80.09,28.2,48.3,78.52,17.02,52.39,75.73,26.55,32.05,73.16,17.0,70.0,75.78,17.26,13.64,68.57,22.64,52.86,71.17,17.02,70.0,100.0,25.75,68.39,95.4,30.0,40.47,68.9,69.77,Medium,Yes,64.0
STU-0524,CSE,65.76,6.05,-2.55,-19.98,29.17,30.54,55.47,14.97,43.03,45.91,12.83,35.66,53.8,25.31,45.1,71.53,22.34,41.9,75.64,22.26,40.22,48.92,22.6,26.08,69.56,20.39,24.59,68.34,20.96,47.92,67.23,16.74,53.87,58.88,60.49,Medium,No,67.3
STU-0525,CSE,74.66,6.35,-23.55,-3.07,14.63,55.12,84.02,23.03,41.89,55.27,27.41,15.67,80.52,30.0,47.24,77.57,21.9,47.97,98.17,15.78,30.47,71.38,28.7,36.35,78.96,25.36,56.68,84.84,27.09,49.62,70.09,20.74,39.91,99.88,64.4,Medium,No,74.6
STU-0526,CSE,65.66,7.16,-2.07,-18.92,17.34,52.25,50.65,20.66,40.69,72.42,23.51,66.25,79.04,19.67,30.83,57.39,21.51,47.37,68.24,17.32,66.56,50.94,17.05,28.84,63.57,26.23,40.68,66.68,23.32,39.97,69.49,21.25,28.04,61.02,66.82,Medium,No,59.0
STU-0527,CSE,58.92,7.79,-5.45,-27.72,21.77,64.23,71.74,30.0,52.28,54.79,19.68,43.29,54.85,21.91,51.44,47.19,25.44,17.45,56.7,25.75,54.11,55.35,29.84,38.4,38.9,22.26,18.32,50.61,23.11,38.09,64.73,14.21,57.88,42.02,69.38,Medium,Yes,72.0
STU-0528,CSE,69.7,9.23,7.84,-16.28,26.59,37.87,85.01,15.8,70.0,60.12,11.03,45.65,82.04,23.95,62.44,77.8,15.9,56.5,70.62,16.45,47.69,69.13,27.08,37.28,64.08,16.51,70.0,63.27,26.48,29.53,74.76,21.31,63.5,80.58,77.13,High,No,42.4
STU-0529,CSE,58.44,7.45,3.52,22.63,20.41,36.94,74.69,16.82,10.98,39.85,11.92,53.94,80.58,9.8,33.26,59.33,27.73,33.18,64.35,18.75,70.0,59.89,21.78,46.26,54.29,24.75,27.61,38.42,19.25,57.23,52.63,20.93,26.69,69.07,62.17,Medium,Yes,57.8
STU-0530,CSE,79.84,8.7,-6.01,-4.06,23.26,45.3,81.53,13.03,24.77,78.62,22.57,53.47,76.21,23.73,66.31,78.96,21.55,41.88,78.58,20.85,70.0,88.99,24.13,38.19,70.86,21.95,63.66,97.08,7.74,70.0,84.01,24.54,18.9,77.47,73.15,Medium,Yes,60.7
STU-0531,CSE,57.75,8.8,5.9,3.3,24.11,27.38,28.87,21.68,44.25,72.16,19.2,43.7,64.73,25.17,34.37,67.19,17.39,45.25,64.46,24.23,49.77,46.94,10.65,42.18,67.46,22.25,48.63,57.68,21.55,30.09,65.55,24.23,39.67,62.12,67.19,Medium,Yes,32.8
STU-0532,CSE,85.68,7.22,7.23,-7.7,11.42,47.7,84.35,26.3,42.02,94.37,18.04,10.71,83.42,20.98,47.26,87.34,17.47,40.14,74.42,10.02,43.4,78.23,25.4,12.27,88.59,30.0,42.26,85.65,22.13,52.57,81.59,14.96,54.79,66.6,61.01,Medium,Yes,68.2
STU-0533,CSE,57.28,8.21,-7.69,-26.86,24.16,39.12,57.31,17.37,66.46,59.77,18.39,39.75,55.8,30.0,25.24,68.11,22.84,68.1,63.57,20.02,60.3,59.58,23.77,66.42,58.2,17.88,35.34,61.78,15.61,39.75,47.6,22.54,33.72,44.41,70.96,Medium,Yes,72.8
STU-0534,CSE,66.51,7.21,-4.93,14.04,14.45,36.43,61.7,21.26,42.58,70.21,22.25,56.11,47.43,14.36,53.32,68.62,24.88,21.84,61.75,18.52,47.5,66.86,22.35,43.28,80.23,28.46,28.23,66.96,23.99,53.78,62.43,21.27,21.25,66.31,63.74,Medium,No,43.7
STU-0535,CSE,65.63,9.09,-22.25,-32.58,12.7,52.62,54.47,20.82,49.79,66.39,16.84,41.84,77.44,17.88,45.32,60.06,25.1,46.17,57.99,20.04,41.38,79.56,19.78,24.26,70.62,28.93,62.95,54.6,18.66,44.54,65.45,21.9,39.84,56.47,70.02,Medium,No,100.0
STU-0536,CSE,94.88,8.26,-10.91,-8.32,24.76,28.15,86.86,14.35,54.18,95.94,24.42,33.22,82.35,17.78,42.26,96.97,11.59,52.18,85.93,16.76,62.61,73.05,21.61,49.78,86.69,17.76,63.32,100.0,25.32,70.0,87.96,12.1,44.21,100.0,71.13,Medium,No,55.2
STU-0537,CSE,79.95,6.07,-7.42,-0.82,10.73,31.1,71.8,21.78,48.41,72.2,20.9,27.83,75.69,13.68,42.75,71.95,23.45,44.61,77.69,28.84,50.75,76.27,17.08,27.28,79.3,21.54,16.28,66.31,17.42,28.53,80.39,20.91,43.17,85.46,57.72,Medium,Yes,74.4
STU-0538,CSE,71.82,7.69,0.74,3.46,17.08,44.31,61.79,21.42,46.14,59.84,19.22,44.43,74.63,21.59,34.18,79.46,22.62,34.13,60.4,16.76,22.93,73.9,25.92,66.32,60.93,23.93,46.27,47.86,18.34,38.34,83.93,15.65,53.45,70.75,66.93,Medium,Yes,53.1
STU-0539,CSE,82.48,9.48,-9.45,-10.9,12.77,36.72,97.8,19.13,58.59,90.99,17.76,25.75,70.96,27.26,47.28,65.14,24.17,18.2,74.22,20.41,70.0,90.64,17.59,45.42,91.68,27.11,41.29,80.29,15.85,54.98,92.74,10.31,39.05,70.35,68.05,Medium,No,59.2
STU-0540,CSE,43.39,7.28,-5.13,-27.57,20.75,26.43,30.19,25.62,42.52,42.79,22.16,59.56,39.21,18.02,39.12,54.21,19.66,40.63,47.3,29.16,46.11,40.7,29.71,64.95,55.24,17.5,36.0,25.05,24.82,46.15,25.38,26.01,39.94,41.25,68.57,Medium,Yes,72.2
STU-0541,CSE,74.35,8.04,-12.25,-12.02,12.44,52.38,79.37,19.76,38.73,100.0,13.98,34.18,81.44,14.93,28.68,85.67,23.03,52.26,76.17,16.54,41.21,73.56,24.23,51.39,65.07,23.95,19.82,71.15,14.29,32.14,93.62,12.65,32.71,79.46,60.22,Medium,No,72.6
STU-0542,CSE,100.0,8.16,1.71,-11.23,17.65,47.33,100.0,23.27,37.97,98.66,22.65,54.52,100.0,21.8,50.42,99.08,16.97,56.14,100.0,9.6,32.61,95.19,18.99,63.06,100.0,7.71,49.57,100.0,19.1,53.14,100.0,18.19,45.44,100.0,70.18,Medium,No,43.3
STU-0543,CSE,76.99,6.26,4.26,-11.6,22.31,47.83,71.15,30.0,50.39,84.61,17.46,47.84,78.8,10.44,34.25,69.63,17.0,28.95,77.42,26.99,46.96,65.17,14.85,39.34,62.83,21.52,65.3,71.23,20.38,38.57,70.69,20.95,35.05,68.9,63.53,Medium,No,50.4
STU-0544,CSE,76.02,8.11,4.02,14.55,11.9,45.97,86.69,23.54,67.38,69.27,24.25,28.46,83.11,28.22,52.48,92.64,17.01,42.99,66.86,20.17,49.05,76.28,17.63,37.64,79.47,19.2,27.72,57.05,17.02,24.27,67.66,17.88,42.81,69.36,66.21,Medium,No,33.8
STU-0545,CSE,83.22,5.83,0.12,-18.2,30.0,26.08,95.31,19.19,35.14,89.1,17.74,32.9,100.0,9.03,41.33,85.12,27.04,39.02,100.0,23.8,9.49,68.69,21.18,27.84,88.7,17.73,27.06,73.58,24.26,14.66,93.67,25.37,40.03,69.18,51.93,Medium,Yes,89.9
STU-0546,CSE,88.43,6.75,-15.41,4.51,22.78,37.7,73.28,29.55,31.73,73.71,21.43,43.98,100.0,18.1,39.45,91.79,21.0,48.45,91.15,20.82,38.75,96.76,18.2,57.07,100.0,16.61,70.0,81.31,16.47,53.1,92.85,20.36,57.27,90.96,67.65,Medium,No,55.5
STU-0547,CSE,45.04,8.79,-6.2,2.37,30.0,44.2,36.49,17.24,52.07,49.9,21.03,32.26,56.12,29.68,45.44,63.14,24.33,70.0,49.76,20.68,57.64,40.7,22.04,64.96,53.23,19.85,48.01,52.61,23.62,56.25,48.43,15.88,35.02,49.65,75.89,High,Yes,33.4
STU-0548,CSE,49.77,7.93,-4.07,14.41,24.16,55.53,43.01,19.24,27.39,35.85,20.41,65.37,50.76,29.54,42.54,50.08,15.04,39.79,37.87,12.27,27.41,50.62,16.32,37.5,53.86,12.26,46.22,58.25,24.67,52.75,49.24,16.88,43.76,66.3,65.88,Medium,Yes,60.2
STU-0549,CSE,78.15,7.13,-4.03,-2.0,21.37,43.4,83.79,20.25,48.39,75.69,17.93,59.94,58.65,22.39,37.85,59.1,15.13,44.46,79.17,23.7,57.12,62.69,21.89,55.93,80.34,22.51,16.01,68.25,26.83,40.8,100.0,13.61,68.46,72.05,68.46,Medium,Yes,60.0
STU-0550,CSE,64.28,8.04,0.75,11.87,24.31,40.57,65.43,22.98,35.8,72.29,18.67,47.67,37.83,18.31,63.95,71.22,24.43,45.8,81.04,21.44,35.1,72.83,24.61,54.44,60.25,21.41,65.9,69.05,12.61,35.57,57.52,16.23,13.33,83.18,68.12,Medium,Yes,51.9
STU-0551,CSE,94.68,7.43,14.26,-2.58,15.62,32.94,75.26,24.33,43.64,91.17,18.51,53.82,89.88,10.06,25.63,81.25,21.38,58.95,100.0,11.83,54.3,88.53,30.0,65.75,100.0,24.01,50.73,90.65,17.0,33.0,100.0,27.8,39.65,87.46,67.8,Medium,Yes,55.3
STU-0552,CSE,70.27,7.52,8.12,6.52,12.58,48.67,82.57,26.4,65.68,74.43,20.45,64.23,59.17,17.8,70.0,59.53,19.83,54.47,71.1,25.75,67.89,75.07,26.95,31.07,68.7,30.0,70.0,57.5,19.94,47.04,74.44,26.37,70.0,70.65,80.09,High,No,19.9
STU-0553,CSE,45.98,8.29,-9.88,-22.54,25.61,54.72,45.77,11.51,60.28,52.03,21.95,30.28,65.57,20.76,27.88,32.96,23.39,55.61,41.35,22.31,55.01,47.38,16.49,59.42,54.36,22.84,32.49,32.67,20.38,58.94,56.39,22.92,38.24,37.94,71.09,Medium,Yes,70.8
STU-0554,CSE,55.98,6.63,6.78,-39.57,19.92,44.89,67.05,17.6,39.05,76.53,27.76,31.76,70.67,14.39,38.49,52.78,19.61,54.3,57.04,23.07,38.97,59.72,20.39,24.18,60.81,20.48,34.29,51.73,18.0,41.33,73.57,30.0,4.11,60.86,57.47,Medium,Yes,100.0
STU-0555,CSE,33.75,7.55,6.4,5.66,24.77,41.76,43.04,28.27,24.42,35.09,29.78,26.43,32.6,17.76,60.78,45.67,20.81,45.48,16.56,27.12,39.7,32.33,24.86,47.96,43.79,23.02,48.06,36.86,14.39,42.77,44.6,15.51,34.27,24.96,65.15,Medium,Yes,34.8
STU-0556,CSE,71.49,7.13,-8.06,6.47,20.77,66.04,76.96,9.12,54.73,67.07,22.55,42.76,62.88,19.64,38.38,74.57,15.57,28.13,78.81,25.54,53.7,65.0,16.3,34.76,80.39,15.87,58.26,77.86,26.19,60.95,76.91,12.66,54.15,72.64,68.94,Medium,No,43.2
STU-0557,CSE,72.17,5.6,8.49,7.13,18.13,65.43,70.66,17.35,61.86,68.12,17.1,28.09,63.97,16.33,54.32,61.98,10.71,49.55,65.83,19.92,64.24,72.89,27.55,43.98,82.24,17.26,46.62,62.84,15.93,41.63,58.89,20.8,40.46,74.52,64.99,Medium,No,35.0
STU-0558,CSE,68.63,6.4,-1.6,-7.87,13.43,55.53,85.61,27.43,70.0,69.06,18.24,52.31,66.25,11.3,57.29,66.29,12.66,37.38,66.52,20.06,45.36,82.32,13.56,42.72,59.84,26.28,36.58,65.19,25.25,64.87,83.36,11.78,52.24,71.33,69.05,Medium,No,42.8
